Order,Family,Genus,Species,Authority,CommonName,AdultBodyMass,DietBreadth,Diet: invertebrates,Diet: vertebrates,Diet: fruits,Diet: flower/nectar/pollen/gums,Diet: seeds,Diet: other plant materials,Diet: scavenge; garbage; carrion; offal; carcasses,TrophicLevel,ActivityCycle,ForagingStratum,MigratoryStatus,IncubationTime,ClutchSize,EggLength,EggWidth,EggMass,NestingHabit,MaxLongevity,Dry,Humid,Montane,Subarid,Subhumid,Alaotra.Mangoro,Amoron.i.Mania,Analamanga,Analanjirofo,Androy,Anosy,Atsimo.Andrefana,Atsimo.Atsinanana,Atsinanana,Betsiboka,Boeny,Bongolava,DIANA,Haute.Matsiatra,Ihorombe,Itasy,Melaky,Menabe,SAVA,Sofia,Vakinankaratra,Vatovavy.Fitovinany,Antananarivo,Antsiranana,Fianarantsoa,Mahajanga,Toamasina,Toliara,References
Passeriformes,Campephagidae,Ceblepyris,Ceblepyris cinereus,"(Müller, 1776)",Ashy Cuckooshrike ,47.2,2,yes,no,yes,no,no,no,no,2,3,3,no,-999,1,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 368; 337
Passeriformes,Cisticolidae,Cisticola,Cisticola cherina,"(Smith, 1843)",Madagascar Cisticola ,10,1,yes,no,no,no,no,no,no,3,3,1,no,-999,4,-999,-999,-999,terrestrial,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 168; 324
Passeriformes,Cisticolidae,Neomixis,Neomixis pallidior,"Salomonsen, 1934",Subdesert Jery,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,no,-999,-999,-999,-999,-999,-999,-999,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,22
Passeriformes,Cisticolidae,Neomixis,Neomixis striatigula,"Sharpe, 1881",Stripe-throated Jery ,8.3,1,yes,no,no,no,no,no,no,3,3,3,no,-999,4,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,109; 368; 168; 376; 254; 322
Passeriformes,Cisticolidae,Neomixis,Neomixis tenella,"(Hartlaub, 1866)",Common Jery ,6.9,1,yes,no,no,no,no,no,no,3,3,3,no,-999,3,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 368; 168; 376; 254; 323
Passeriformes,Cisticolidae,Neomixis,Neomixis viridis,"(Sharpe, 1883)",Green Jery ,7,1,yes,no,no,no,no,no,no,3,3,3,no,-999,-999,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 368; 168; 376; 254
Passeriformes,Corvidae,Corvus,Corvus albus,"Müller, 1776",Pied Crow ,524,5,yes,yes,yes,no,yes,no,yes,2,3,1,no,18.5,4,-999,-999,21.8,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 228; 168; 219
Passeriformes,Dicruridae,Dicrurus,Dicrurus forficatus,"(Linnaeus, 1766)",Crested Drongo ,47.1,3,yes,yes,yes,no,no,no,no,2,3,3,no,-999,3,25.2,18,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 318
Passeriformes,Estrildidae,Lepidopygia,Lepidopygia nana,"(Pucheran, 1845)",Madagascar Mannikin ,8.2,1,no,no,no,no,yes,no,no,1,3,1,no,-999,5.5,-999,-999,-999,arboreal,-999,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109; 254; 376; 287; 168
Passeriformes,Hirundinidae,Hirundo,Hirundo rustica ,"Linnaeus, 1758",Barn Swallow,17.5,1,yes,no,no,no,no,no,no,3,3,4,yes,14,4,-999,-999,-999,-999,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110; 319; 4
Passeriformes,Hirundinidae,Phedina,Phedina borbonica,"(Gmelin, 1789)",Mascarene Martin ,23.9,1,yes,no,no,no,no,no,no,3,3,4,no,-999,2,-999,-999,2.5,aquatic,-999,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,109; 254; 168; 376; 368; 349; 219
Passeriformes,Hirundinidae,Riparia,Riparia cowani,"(Sharpe, 1882)",Brown Throated Sand Martin,13.5,1,yes,no,no,no,no,no,no,3,3,3,no,-999,3.5,-999,-999,1.36,terrestrial,-999,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 168; 219
Passeriformes,Hirundinidae,Riparia,Riparia riparia ,"(Linnaeus, 1758)","Collared Sand Martin, Bank Swallow, Sand Martin",15.25,1,yes,no,no,no,no,no,no,3,-999,-999,yes,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348; 348; 22
Passeriformes,Locustellidae,Amphilais,Amphilais seebohmi,"(Sharpe, 1879)",Madagascar Grassbird,20,1,yes,no,no,no,no,no,no,3,3,1,no,-999,-999,-999,-999,-999,terrestrial,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,229; 254; 376; 229; 22
Passeriformes,Locustellidae,Bradypterus,Bradypterus brunneus,"(Sharpe, 1877)",Brown Emu-tail ,14.2,1,yes,no,no,no,no,no,no,3,3,3,no,-999,2,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 292
Passeriformes,Monarchidae,Terpsiphone,Terpsiphone mutata,"(Linnaeus, 1766)",Madagascar Paradise-flycatcher ,13.4,1,yes,no,no,no,no,no,no,3,3,3,no,16,2.5,18.2,13.8,1.8,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,310; 254; 168; 376; 368; 253; 255
Passeriformes,Motacillidae,Motacilla,Motacilla flaviventris,"Hartlaub, 1860",Madagascar Wagtail ,22.5,2,yes,yes,no,no,no,no,no,3,3,1,no,-999,3.5,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 350; 368; 168
Passeriformes,Muscicapidae,Copsychus,Copsychus albospecularis,"(Eydoux & Gervais, 1836)",Madagascar Magpie-robin ,24.4,3,yes,yes,yes,no,no,no,no,2,3,3,no,13,3,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 368; 75
Passeriformes,Muscicapidae,Copsychus,Copsychus pica,"Pelzeln, 1858",Pelzeln's Magpie-robin,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,no,-999,-999,-999,-999,-999,-999,-999,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,22
Passeriformes,Muscicapidae,Monticola,Monticola erythronotus,"(Lavauden, 1929)",Amber Mountain Rock-thrush ,31.25,3,yes,no,yes,no,no,yes,no,2,3,3,no,15,1.5,-999,-999,-999,arboreal,-999,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,310; 377; 376; 168; 254; 72
Passeriformes,Muscicapidae,Monticola,Monticola imerina,"(Hartlaub, 1860)",Littoral Rock-thrush ,28.3,2,yes,no,yes,no,no,no,no,2,3,3,no,-999,3,-999,-999,-999,arboreal,-999,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,109; 254; 168; 376; 68
Passeriformes,Muscicapidae,Monticola,Monticola sharpei,"(Gray, 1871)",Forest Rock-thrush ,24.8,2,yes,no,yes,no,no,no,no,2,3,3,no,-999,1.5,-999,-999,-999,arboreal,-999,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109; 254; 168; 376; 74
Passeriformes,Muscicapidae,Saxicola,Saxicola torquatus,"(Linnaeus, 1766)",Common Stonechat ,15.2,4,yes,yes,yes,no,yes,no,no,2,3,3,yes,14.5,5,-999,-999,1.99,terrestrial,105.6,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,109; 254; 312; 376; 73; 22; 255; 4
Passeriformes,Nectariniidae,Cinnyris,Cinnyris notatus,"(Müller, 1776)",Long-billed Green Sunbird ,14.3,3,yes,no,no,yes,yes,no,no,2,3,3,no,-999,1,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,310; 254; 168; 376; 368; 61
Passeriformes,Nectariniidae,Cinnyris,Cinnyris sovimanga,"(Gmelin, 1788)",Souimanga Sunbird ,7,2,yes,no,no,yes,no,no,no,2,3,3,no,14,2,-999,-999,0.96,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,310; 254; 168; 376; 62; 255
Passeriformes,Philepittidae,Neodrepanis,Neodrepanis coruscans,"Sharpe, 1875",Sunbird Asity ,6.5,3,yes,no,yes,yes,no,no,no,2,3,3,no,-999,2,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 169
Passeriformes,Philepittidae,Neodrepanis,Neodrepanis hypoxantha,"Salomonsen, 1933",Yellow-bellied Asity ,7.1,2,yes,no,no,yes,no,no,no,2,3,3,no,-999,2,-999,-999,-999,arboreal,-999,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 174
Passeriformes,Philepittidae,Philepitta,Philepitta castanea,"(Müller, 1776)",Velvet Asity ,35.8,4,yes,no,yes,yes,no,yes,no,2,3,3,no,-999,3,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 173
Passeriformes,Philepittidae,Philepitta,Philepitta schlegeli,"Schlegel, 1875",Schlegel's Asity ,27.9,3,yes,no,yes,yes,no,no,no,2,3,3,no,-999,-999,-999,-999,-999,arboreal,-999,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 172
Passeriformes,Ploceidae,Foudia,Foudia madagascariensis,"(Linnaeus, 1766)",Madagascar Red Fody ,16,3,yes,no,no,yes,yes,no,no,2,3,3,no,12.5,3,18,12.8,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 80
Passeriformes,Ploceidae,Foudia,Foudia omissa,"Rothschild, 1912",Forest Fody ,18.9,3,yes,no,no,yes,yes,no,no,2,3,3,no,13,2.5,-999,-999,2.26,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 368; 255
Passeriformes,Ploceidae,Ploceus,Ploceus sakalava,"Hartlaub, 1861",Sakalava Weaver ,23.8,3,yes,no,no,no,yes,yes,no,2,3,3,no,-999,3,20.5,15.1,-999,arboreal,-999,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 81
Passeriformes,Ploceidae ,Ploceus,Ploceus nelicourvi,"(Scopoli, 1786)",Nelicourvi Weaver ,23.8,2,yes,no,yes,no,no,no,no,2,3,3,no,-999,3,21,15.5,2.53,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 79; 255
Passeriformes,Pycnonotidae,Hypsipetes,Hypsipetes madagascariensis,"(P. L. S. Müller, 1776)",Madagascar Black Bulbul ,48.9,5,yes,no,yes,yes,yes,yes,no,2,3,3,no,-999,3,-999,-999,4.75,arboreal,-999,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109; 254; 168; 376; 126; 116; 255
Passeriformes,Sturnidae,Hartlaubius,Hartlaubius auratus,"(Müller, 1776)",Madagascar Starling,40.5,3,yes,no,yes,yes,no,no,no,2,3,3,no,-999,-999,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 376; 78; 22
Passeriformes,Vangidae,Artamella,Artamella viridis,"(Müller, 1776)",White-headed Vanga ,48.8,4,yes,yes,yes,no,yes,no,no,2,3,3,no,19,3,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 394; 376; 22
Passeriformes,Vangidae,Calicalicus,Calicalicus madagascariensis,"(Linnaeus, 1766)",Red-tailed Vanga ,16,2,yes,yes,no,no,no,no,no,3,3,3,no,16,2,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 368; 22; 389
Passeriformes,Vangidae,Calicalicus,Calicalicus rufocarpalis,"Goodman, Hawkins & Domergue, 1997",Red-shouldered Vanga ,16.8,2,yes,yes,no,no,no,no,no,3,3,3,no,-999,-999,-999,-999,-999,arboreal,-999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,109; 254; 168; 376; 22
Passeriformes,Vangidae,Euryceros,Euryceros prevostii,"Lesson, 1831",Helmet Vanga ,97.6,2,yes,yes,no,no,no,no,no,3,3,3,no,-999,2.5,-999,-999,-999,arboreal,-999,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,109; 254; 168; 376; 385
Passeriformes,Vangidae,Falculea,Falculea palliata,"Geoffroy Saint-Hilaire, 1836",Sickle-billed Vanga ,111,2,yes,yes,no,no,no,no,no,3,3,3,no,17,3.5,-999,-999,-999,arboreal,-999,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,109; 254; 168; 376; 391
Passeriformes,Vangidae,Hypositta,Hypositta corallirostris,"(Newton, 1863)",Nuthatch Vanga ,14.1,2,yes,yes,no,no,no,no,no,3,3,3,no,-999,-999,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,109; 168; 395; 376; 254
Passeriformes,Vangidae,Mystacornis,Mystacornis crossleyi,"(Grandidier, 1870)",Crossley's Babbler ,24.5,1,yes,no,no,no,no,no,no,3,3,1,no,-999,2.5,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,109; 254; 168; 376; 71
Passeriformes,Vangidae,Newtonia,Newtonia amphichroa,"Reichenow, 1891",Dark Newtonia ,12.3,1,yes,no,no,no,no,no,no,3,3,3,no,-999,-999,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376
Passeriformes,Vangidae,Newtonia,Newtonia archboldi,"Delacour & Berlioz, 1931",Archbold's Newtonia ,7.8,1,yes,no,no,no,no,no,no,3,3,3,no,-999,-999,-999,-999,-999,arboreal,-999,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 368
Passeriformes,Vangidae,Newtonia,Newtonia brunneicauda,"(Newton, 1863)",Common Newtonia ,10.1,1,yes,no,no,no,no,no,no,3,3,3,no,-999,-999,-999,-999,-999,arboreal,-999,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,109; 254; 168; 376; 368
Passeriformes,Vangidae,Newtonia,Newtonia fanovanae,"Gyldenstolpe, 1933",Red-tailed Newtonia ,12.7,1,yes,no,no,no,no,no,no,3,3,3,no,-999,-999,-999,-999,-999,arboreal,-999,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376
Passeriformes,Vangidae,Oriolia,Oriolia bernieri,"Geoffroy Saint-Hilaire, 1838",Bernier's Vanga ,52,2,yes,yes,no,no,no,no,no,3,3,3,no,17,3,-999,-999,-999,arboreal,-999,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,109; 168; 376; 22; 254; 383
Passeriformes,Vangidae,Pseudobias,Pseudobias wardi,"Sharpe, 1870",Ward's Flycatcher ,12.7,1,yes,no,no,no,no,no,no,3,3,3,no,-999,-999,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376
Passeriformes,Vangidae,Schetba,Schetba rufa,"(Linnaeus, 1766)",Rufous Vanga ,70.4,2,yes,yes,no,no,no,no,no,3,3,3,no,16.5,4,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 376; 368; 390
Passeriformes,Vangidae,Tylas,Tylas eduardi,"Hartlaub, 1862",Tylas Vanga ,46.8,1,yes,no,no,no,no,no,no,3,3,3,no,16,2,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,310; 254; 168; 376; 368; 392
Passeriformes,Vangidae,Vanga,Vanga curvirostris,"(Linnaeus, 1766)",Hook-billed Vanga ,66.7,2,yes,yes,no,no,no,no,no,3,3,3,no,23,3,-999,-999,-999,arboreal,-999,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,310; 254; 168; 376; 368; 386
Passeriformes,Vangidae,Xenopirostris,Xenopirostris damii,"Schlegel, 1866",Van Dam's Vanga ,65,2,yes,yes,no,no,no,no,no,3,3,3,no,-999,3.5,-999,-999,-999,arboreal,-999,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,376; 168; 376; 393; 254
Passeriformes,Vangidae,Xenopirostris,Xenopirostris polleni,"(Schlegel, 1868)",Pollen's Vanga ,64.5,2,yes,yes,no,no,no,no,no,3,3,3,no,-999,2,-999,-999,-999,arboreal,-999,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,310; 168; 388; 376; 254
Passeriformes,Vangidae,Xenopirostris,Xenopirostris xenopirostris,"(Lafresnaye, 1850)",Lafresnaye's Vanga ,59.5,2,yes,yes,no,no,no,no,no,3,3,3,no,-999,2,-999,-999,-999,arboreal,-999,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,310; 168; 376; 254; 387
Passeriformes,Vangidae ,Cyanolanius,Cyanolanius madagascarinus,"(Linnaeus, 1766)",Blue Vanga ,22.3,2,yes,no,yes,no,no,no,no,2,3,3,no,16,2,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 396; 168; 376; 254
Passeriformes,Vangidae ,Leptopterus,Leptopterus chabert,"(Müller, 1776)",Chabert's Vanga ,19.6,3,yes,yes,yes,no,no,no,no,2,3,3,no,-999,3.5,-999,-999,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 168; 384; 376; 368
Passeriformes,Zosteropidae,Zosterops,Zosterops maderaspatanus,"(Linnaeus, 1766)",Madagascar White-eye ,11.2,5,yes,no,yes,yes,yes,yes,no,2,3,1,no,-999,2,15.85,12.35,-999,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,310; 254; 376; 352; 368; 168
Pelecaniformes,Ardeidae,Ardea,Ardea alba,"Linnaeus, 1758",Great Egret ,1200,2,yes,yes,no,no,no,no,no,3,3,1,yes,24.25,3.5,56,40,61,arboreal,273.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,235; 235; 376; 22; 4; 219
Pelecaniformes,Ardeidae,Ardea,Ardea cinerea,"Linnaeus, 1758",Grey Heron ,1443,2,yes,yes,no,no,no,no,no,3,3,1,yes,25.5,4.11,61,44,61,arboreal,450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 236; 116; 25; 219; 4
Pelecaniformes,Ardeidae,Ardea,Ardea humbloti,"Milne-Edwards & Grandidier, 1885",Madagascar Heron ,1649.86,2,yes,yes,no,no,no,no,no,3,3,1,no,-999,3,-999,-999,-999,arboreal,-999,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,376; 254; 376; 237; 168
Pelecaniformes,Ardeidae,Ardea,Ardea purpurea,"Linnaeus, 1766",Purple Heron ,1065.5,2,yes,yes,no,no,no,no,no,3,2,1,yes,27.5,5,52.65,39.5,51,terrestrial,304.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 239; 116; 219; 4
Pelecaniformes,Ardeidae,Ardeola,Ardeola idae,"(Hartlaub, 1860)",Madagascar Pond-heron ,266,2,yes,yes,no,no,no,no,no,3,3,1,yes,20,3,41,32.5,21.5,arboreal,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,376; 254; 376; 238; 22; 255
Pelecaniformes,Ardeidae,Ardeola,Ardeola ralloides,"(Scopoli, 1769)",Squacco Heron ,287,2,yes,yes,no,no,no,no,no,3,2,1,yes,16.5,3,37.3,27.5,15.6,arboreal,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 240; 116; 255
Pelecaniformes,Ardeidae,Bubulcus,Bubulcus ibis,"(Linnaeus, 1758)",Cattle Egret ,366,3,yes,yes,no,no,no,no,yes,2,3,1,yes,22.75,3.75,46.25,33.15,34.8,arboreal,276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 233; 187; 4; 219
Pelecaniformes,Ardeidae,Butorides,Butorides striata,"(Linnaeus, 1758)",Green-backed Heron,226,2,yes,yes,no,no,no,no,no,3,2,1,yes,24,3,37.7,29,15.5,arboreal,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 241; 22; 255
Pelecaniformes,Ardeidae,Egretta,Egretta ardesiaca,"(Wagler, 1827)",Black Heron ,324,2,yes,yes,no,no,no,no,no,3,3,1,no,-999,3,46.9,32.2,28,terrestrial,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 231; 168; 219
Pelecaniformes,Ardeidae,Egretta,Egretta gularis,"(Bosc, 1792)",Little Egret,346,2,yes,yes,no,no,no,no,no,3,3,1,yes,27,2.5,45.35,32.85,29.13,terrestrial,268.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,110; 376; 99; 254; 22; 255
Pelecaniformes,Ardeidae,Ixobrychus,Ixobrychus minutus,"(Linnaeus, 1766)",Little Bittern ,118,2,yes,yes,no,no,no,no,no,3,2,1,yes,18.5,5.5,34,25.5,11.5,terrestrial,82.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,109; 254; 376; 234; 22; 4
Pelecaniformes,Ardeidae,Nycticorax,Nycticorax nycticorax,"(Linnaeus, 1758)",Black-crowned Night-heron ,810,2,yes,yes,no,no,no,no,no,3,2,1,yes,23.75,4.25,50.9,35.8,34,arboreal,253.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,109; 376; 22; 232; 22; 4; 219
Pelecaniformes,Pelecanidae,Pelecanus,Pelecanus rufescens,"Gmelin, 1789",Pink-backed Pelican ,5445,1,no,yes,no,no,no,no,no,3,3,1,no,30,2,82.1,54.6,116,arboreal,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109; 376; 22; 112; 22; 219; 255
Pelecaniformes,Scopidae,Scopus,Scopus umbretta,"Gmelin, 1789",Hamerkop ,535,2,yes,yes,no,no,no,no,no,3,3,1,no,30,4.5,-999,-999,28.5,terrestrial,-999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,110; 254; 376; 114; 168; 219
